"id","name","artists","artist_ids","energy","loudness","speechiness","valence","tempo","duration_ms"
"2steHcsUJUOucKI0XxaYnb","Tiwalanse","['Beautiful Nubia and the Roots Renaissance Band']","['7iRnIcqTMBsy3Z733tzq73']",0.65,-8.57,0.06,0.96,106.97,230097
"0Okg8xwf0U0tKYL2mEP0jD","Silver Shadow","['Incognito']","['5moJNCJeiNwuQAhDLJXULs']",0.84,-5.38,0.06,0.91,106.98,300133
"0ZjFOFVnXAaGcsjRnjD3Ed","Knock Knock","['Jasmine Sagginario']","['5xDGUrFHVGCDht9a4i0pMS']",0.96,-1.6,0.12,0.96,106.99,223598
"5vDVNMJFOla6zBe0irVQ2R","Cochabamba","['Sarazino']","['7GJQBCbrCFT6Lt8lFTPMcY']",0.92,-4.65,0.06,0.95,107,222333
"6To9FYzLFOPTcmMRVy1QMa","Block Party","['Chuck Brown', 'DJ Kool']","['2ssIfCr0vMmCuesIw9U4eg', '1SWGyp2nxNSyQkRX1eqoUp']",0.94,-7.05,0.09,0.92,107,255533
"3IWTzcdegFOyez8f9Jmoor","Ta en Olla","['Andy Mambo']","['349BVlDcnXoaIAAxUsDBAE']",0.81,-5.89,0.09,0.96,107,209685
"6rvZEezUJkjSJyxQdHljc7","Escudoro","['Mongawa']","['2kJszWHLvtmwxCZcXWxfo1']",0.72,-9.29,0.08,0.94,107,239573
"0TcVyq3qpVIs0lmvYRgYrJ","Partita No. 2: Gigue","['Ewan Dobson']","['68Tu5kmhurThXqZeRgsKi1']",0.73,-12.14,0.08,0.98,107.01,219811
"2OI05l9q2JPZZqLarswonO","Get It While It's Hot","['Nodesha']","['0m3R4g8wdmgu5YByHlrmQX']",0.77,-6.33,0.06,0.96,107.01,230720
"0XKRKMRQeO3VlZMSPWnBPV","Uncle Albert","['Ruder Than You']","['4WFfMgvDbZmX5UR1HTzLec']",0.82,-7.11,0.07,0.94,107.02,226933
"5ktg9ysljMVrG1ZxSqhNnO","Black Pony","['Misty River']","['4dbL5i2K2Sbm5xXa2LyMxo']",0.72,-7.71,0.06,0.91,107.02,217960
"02q41w6xKVciY05blUymBC","Come On","['Take 6']","['31zQEL3ARiYe63jn3jtM18']",0.68,-6.94,0.16,0.92,107.04,228107
"3UjRNeDmwChcLLNyY9wB4R","Return to Miltown / Kit O'Connor's / Jackson's (Reels)","['John McGann', 'Joe Derrane']","['05gL1kSDfkgMVhw2eFNCFD', '72dK5JNt8xcJaWGhtVGfYH']",0.54,-11.61,0.05,0.95,107.06,240547
"4hspsFBo1eS2wQPLCmfOh3","Flowers of Edinburgh - Pigeon on the Gate - Jenny's Chickens - Hughie Shortie's","['Kirkmount']","['0ntvKHGZw07BeWsGYU8J93']",0.33,-17.12,0.06,0.97,107.08,227400
"6rRZxZzSeEQTHwd97Jxi7o","Arigo - Volcov Edit","['Manfredo Fest', 'Volcov']","['79AxlWmLrCVXlBG72fO44Z', '1df3TJeTdVA1V99vwVLVTm']",0.69,-8.91,0.08,0.97,107.11,244106
"5WcFrJp0OFsnHNoEjiNaZR","Popurrí de Cumbias: No Llores / Vida Mia / Cuando Se Pierde un Amor / Teresita / Isaura","['Dueto Bertin Y Lalo']","['3d9UUpP9bL5PHjrn9uXYoN']",0.48,-11.51,0.07,0.92,107.16,387560
"3AMqcpYb761wEnU0OBSh2t","Trick Me - Radio Mix","['Kelis']","['0IF46mUS8NXjgHabxk2MCM']",0.72,-3.35,0.15,0.96,107.16,206240
"2qib0282oGZPZWyJHqJaVi","Trick Me - Club Mix","['Kelis']","['0IF46mUS8NXjgHabxk2MCM']",0.74,-3.38,0.13,0.96,107.17,206107
"3hJ0912IFEIha6ApgyIsKw","Gimme Whatcha Got (Single Mix)","['The Chi-Lites']","['7BFr36uI1dzJyo6tpa5Ued']",0.53,-12.48,0.06,0.92,107.17,211227
"1Ku0G00w7K80Z1AIHr8rEX","Trick Me - Radio Mix","['Kelis']","['0IF46mUS8NXjgHabxk2MCM']",0.72,-3.36,0.13,0.96,107.18,206107
"5qUnfo611A5EfX8POiC3M6","Between Me & You","['Lajamanu Teenage Band']","['6L1gpb7ZPt4hIsoCaamHc9']",0.7,-10.07,0.06,0.96,107.19,360667
"0j9e7LUHRzJWPmaOiXlicb","Puff Adder's Stepdance/Dusty Miller/John Sharp's","['Ken Waldman']","['2HPD1IOoB9b9Ua58A6jmGV']",0.42,-7.95,0.05,0.92,107.25,230427
"0yzv9pnwxKto5ADsp3JWRS","Swingin' the Samba - studio","['Joey DeFrancesco']","['2hpwTpq2QENZv7EAvniKDR']",0.44,-13.3,0.06,0.92,107.28,281347
"3aRXVsEjPWlYuZGg8fmw7z","Brick House","['Cocoa Blue']","['6gdDfWrlrehIbqpB8bZ4nE']",0.7,-6.97,0.05,0.95,107.31,261458
"4JoZatr8AC68XCA99j9mik","Los Novios del Año","['Jorge Mario Peña', 'Juank Padilla']","['3lREsd6orVLN2dL9EV6TrN', '4YQ8Twq8BoIP8YzIk1xSc4']",0.93,-1.5,0.1,0.93,107.34,244920
"6jTm5txNVmyBpJeJBueg10","Cynical Landlord","['Proem']","['1hTlyo5QWVHUA3xUGgXqa5']",0.69,-15.73,0.08,0.91,107.35,236573
"3h4MMAAJiLZXJD6buDSDXW","El Guararey de Pastora","['Tiburon Morales']","['671ge0J7hfPRMiZZgcR7jF']",0.71,-8.34,0.1,0.92,107.35,237400
"0V8HSvpdz0AWoQIDgQNVr1","Private","['Tinchy Stryder', 'Gimmie2minutes']","['7h2Y48bG543JDzEed383cx', '5CIfqg4G2TDh8z4dLELdSa']",0.78,-3.91,0.12,0.93,107.36,224718
"1kcEsJiSRaAy47ILAB1RDb","Standing Right Here (Extended Version)","['Melba Moore']","['0uMy5ZKVPBHauBYTTfCojq']",0.59,-12.09,0.05,0.96,107.38,417280
"2x9aa68ylQL4pJgqui7hNI","Under Cover of Darkness","['Living Colour']","['6Uhp7WA6sjm5ZL6Xz561de']",0.75,-9.45,0.06,0.9,107.39,257013
"4pAThv9PRBywhYgzJeKYRH","Brown Skin Baby","['Jake Blount']","['63yfJDmaBbifNzvWUUdpv1']",0.49,-9.49,0.06,0.95,107.39,257187
"1xejzFl4RVKzl0hcT37se8","No Condition","['Skales']","['1ixqGowpDM21RwyJmJ7hpv']",0.87,-2.11,0.1,0.96,107.42,243693
"2BnJhIwv1YVs59QyTwZoyo","Give Me the Lovin'","['CHIC']","['0Xf8oDAJYd2D0k3NLI19OV']",0.6,-13.8,0.06,0.96,107.43,285907
"3y2ajMJw4VAsJOzoz5JhYX","Fencewalk","['Mandrill']","['6RWnslEkqboHbDg0OUabe5']",0.7,-7.88,0.09,0.96,107.46,315693
"3ohk5b9ovGVh2Mi5UU1e3e","Timbuktu","['Diazpora']","['1vBzoX368MvGO6PMdkwFR7']",0.88,-5.04,0.08,0.93,107.48,314236
"3ma4GIty5H6TUaFHi5GORf","Que Se Sepa","['Gilberto Santa Rosa', 'Pirulo']","['27vNK840zYq6IfDijHPsv1', '07rO1bvFX82Ixrp9A2nyCm']",0.76,-5.7,0.07,0.93,107.49,327693
"3aQJf8YixubgxIt9mYUjwJ","Cluck Old Hen","['Adam Steffey']","['2aF3CvUcRbNW5PdOMjZiuG']",0.56,-10.62,0.05,0.93,107.53,230027
"2gOC94n1gKDlVgjLwEjXOu","Mahogany Hall Stomp","['Louis Armstrong']","['19eLuQmk9aCobbVDHc6eek']",0.52,-10.12,0.08,0.9,107.53,230000
"10hqGzPGbJQVyMgzInZr9q","Matthews Comes Alive","['Don Lennon']","['4wDmh8bnOVTQxfEqfjx4Qd']",0.5,-10.81,0.06,0.95,107.53,217920
"40PzZcSVlOSxjcScR6eWsd","Cansando","['Grupo Fantasma']","['1EJ0KSMkpoQJHChu5AyTHE']",0.9,-6.41,0.08,0.95,107.54,211493
"4sEx4XnhEtAP66Fhs6JO3V","Pacantó","['Totó La Momposina']","['26BL0aeVS96sje8JfCNfUk']",0.56,-11.27,0.05,0.92,107.57,370200
"7JPI1n0FWgG1LNCgmGYCG3","The New Rigged Ship / Eddie Curran’s Monaghan Twig / Kitty the Hare (Reels)","['Altan']","['6koEjb4607APXtFtjxvA5T']",0.6,-5.41,0.07,0.97,107.59,267667
"2OPijnr7xaopCgqE3BBZHS","The Lone Bush / Our House at Home / Farewell to Connaught / Lucy Campbell's","['Sean Heely']","['6rNqmybiqWP1AZ6QlI3Vmn']",0.6,-4.47,0.05,0.92,107.61,310533
"5jNdDjACHvaj2Urpl3r2O2","Slow Fire: Sleeping with the Light On","['Paul Dresher', 'Rinde Eckert', 'Paul Dresher Ensemble, The']","['2N6nBZXQQ65Ctpj2rMrQnR', '6uuggWaG3UbZvBMNZAU1Bu', '1AmGVw8HiNlzAwlwBjcbD2']",0.49,-11.76,0.07,0.93,107.62,367653
"1fPn6gEMLDHGc79leZQhRo","From Far Away","['City']","['7JRN2zE9GRXmVLj2UgNWtN']",0.3,-16.04,0.05,0.91,107.64,335053
"729rDBlxmNky5yhkWvo3OG","The Cottage in the Grove, Sean Ryan's Reel","['De Dannan']","['09RBtr6JUJprt2li2NsdU8']",0.41,-16.68,0.05,0.98,107.69,222447
"6R8baoH356zVpPLzcrIklq","El Pinero","['Chico Alvarez']","['4SlnBpWtQfTLcjbnbk19ST']",0.8,-8.82,0.06,0.91,107.69,341400
"2HgiNY5SEuA6POdX8LyIne","Abet (Yes Please)","['Mahmoud Ahmed']","['1QrSgIS6RU4dgNPxLQMoha']",0.74,-8.02,0.07,0.94,107.71,344093
"6A7XrTqLTMFgDS3bA5pQJh","Doin' It - Remastered Version","['Gwen McCrae']","['742YR9ZgF0tCO5juBfvPAU']",0.51,-13.6,0.1,0.91,107.72,291480
"2sWSEmne3TLK51jgIMAYUu","Música feliz","['Os Resentidos']","['5P30A7sxNONLWysNtr7Xdd']",0.74,-10.2,0.05,0.92,107.74,263000
"6EYcUz8RBEi915ZVUS2LwS","Wish I Was Fishin'","['Too Slim and the Taildraggers']","['7CSwswyyJWwaxmOeCkzZQe']",0.45,-14.13,0.07,0.95,107.77,436227
"5qU5FEY4ciUjCGwtL8lfwZ","Flying Solo","['West Philadelphia Orchestra']","['3G5O4hpkBl4PE0wzVFdvzT']",0.87,-3.98,0.09,0.93,107.78,292293
"3wiCEwF110vCy4tSO2NUgk","Reels: The Liffey Banks / The Shaskeen / The Bag of Spuds","['Peter Horan', 'Gerry Harrington']","['47rUZ5NUcTioDU1bBvFthY', '4W8BfG6ntiGdjwzMLjCfyz']",0.31,-10,0.05,0.98,107.8,208893
"60DsCXmgfDUYPx4AcvTX6S","The Collier's / Miss Thornton's / The Concert (Reels)","['Billy McComiskey']","['0NPDkWpnQnjowxXozNrWeR']",0.74,-3.51,0.06,0.98,107.83,224547
"1y2Uo1UgRC4O2iVzfOBtrG","Cállate Corazón","['Pastor López y Su Orquesta']","['4YBeICo5US9ZyG5H9X93qg']",0.58,-7.36,0.06,0.97,107.88,201107
"5YY2dMUa1fZVzxr9JXHhe1","Give It to You","[""Morgan's Road""]","['2qcRc82niO17loXru14OGl']",0.9,-5.93,0.08,0.94,107.89,295707
"1IQGbNw2QvJn80HP694mCZ","Pretty Lady","['Savanna', 'Jason']","['1PlMwUWyWobenj3SHUzRdS', '4UCclQB9uIxF9iiud2Sh9q']",0.73,-4.89,0.28,0.94,107.94,222013
"0hEeX6A7EYd8nPdt70YCJk","Disabe - En Vivo","['Ronald y Sus Bravos']","['2senQQXSoCi1i5FOEFgAwZ']",0.57,-10.53,0.05,0.96,107.96,203907
"7KiYyzDM6ANygCBVi43EaU","La Mantequilla","['Diego Verdaguer']","['2UFqwY8A3PLcx8pAkg9g5P']",0.94,-7.32,0.12,0.96,107.97,241267
"0mZVEWIWYnIBTPrilVrlP6","Huracán","['Natalia Oreiro']","['0Uit4gta4PrT7HvUe8W2Xo']",0.91,-5.48,0.06,0.92,107.97,211173
"6evFp86RZChBGTlDHWl5pI","Youghal Quay / Brosnan's / I'm Waiting for You (Reels)","['John McGann', 'Joe Derrane']","['05gL1kSDfkgMVhw2eFNCFD', '72dK5JNt8xcJaWGhtVGfYH']",0.56,-10.66,0.05,0.96,107.97,281613
"2ibLyjuk63gApDHujOnd75","Gettin Jiggy Wit It","[""Kids Rap'n The Hits""]","['2BrDz1Swv1kqola1AYzjGI']",0.76,-6.75,0.07,0.93,107.97,238813
"0l16yFn7jzVZKibodArXhU","Woman You ' Re So Special","['Joseph Coleman']","['5zP647aaa9xcJ3qzhvb2bo']",0.74,-3.89,0.06,0.9,107.98,346022
"68MCQPLOCchZaLdW9aHv3b","Sucker DJ - Original Rap Version","['Dimples D.']","['0Nrb3fWvzVUUzfYiwyJFXD']",0.71,-14.16,0.12,0.91,107.98,300025
"1lvZxJPLAKQyU9fVAabpax","The Reason (Starring Vicki Miles) - Low Down Wikit Mix","['Sylk 130', 'John Wicks']","['40nSsUz8UUvGomI8U0sp50', '6IXCMrBt0mAAwczpIwxZbL']",0.54,-11.32,0.06,0.96,107.98,268600
"6ZGvYyHa4XUjdCvlBZ9J5e","The Gambler (Instrumental)","['Thiscotech']","['5jbzPLtHRuHguHrY9KWDt8']",0.4,-12.02,0.05,0.94,107.98,237945
"0WG0kJwmbWKnsmZxMMI8Sj","Marie","['Emmerson', 'Drizilik']","['43LIP6Udk1ecczsHMGhCvU', '0MzwQf5ScWuVeFGZhLIc2P']",0.77,-4.5,0.12,0.96,107.98,2e+05
"56NS3szXtsRtL0mdOVWZG0","Fumando","['PALO!']","['0ta7d4nqI6QnJLJHIHaHdk']",0.95,-2.63,0.07,0.96,107.98,344000
"2OqO8PDTOeUKq3ZpPGftrV","日場夜場","['Karen Mok']","['6jlz5QSUqbKE4vnzo2qfP1']",0.92,-6.44,0.07,0.9,107.98,250200
"3d9sQgXvuo9Z03MVpw0QNa","Arroz Con Mango","['Tiempo Libre']","['5WvYKSynfTBsb15HV4Bo7M']",0.92,-2.94,0.07,0.96,107.98,222733
"7vZkNQFv0DoZPwAVqfAMn0","Corrupt","['Fr/Action']","['2oZVF8HhZQpbAXjNTHNslv']",0.87,-6.21,0.06,0.92,107.98,253373
"7d0wIwfjxczqd6o7U1GvNc","Jokoh Jokoh","['Richard Bona', 'Mandekan Cubano']","['70wm2qxYZ4i2KqcyyH2GyT', '4oPzQ9oBfRuRLvyN86Oqbz']",0.87,-8.95,0.05,0.96,107.99,301593
"4BYX6tDk6tM89oYW5ALyGJ","Red E Yo","['The Afromotive']","['0HwTP3VFLCg6HHUItEcm4Y']",0.52,-9.87,0.1,0.93,107.99,375053
"2Ky6xLdI0bfBKgqzzE2VAp","Pocket Change","['Curtis Macdonald']","['6l2EKhV11nS0Uh8sYYT1pN']",0.51,-17.07,0.08,0.92,107.99,216653
"3aN45uptqBwg1453D98CWT","Getaway","['Pacific Mambo Orchestra']","['3H621DNipoQXGkWw86bAT7']",0.82,-6.43,0.06,0.94,107.99,297032
"2UBXGp4aL6tqVXQDZFJjcO","Mr Mazer","['Mark Aaron James']","['1UkSzqpG6xLmQxFjjKFsCT']",0.29,-17.93,0.06,0.91,107.99,225920
"2sMivHKdkhiP6dqopvYe3W","Why Not!","[""GMF - Grand Mother's Funck""]","['5gf68w2sSWKj94dvSjrtSB']",0.78,-6.19,0.07,0.92,108,238960
"3WvgE4BWEv7iST7afS3Wxk","Que Tengo Que Hacer - Reggaeton","['Reggaeton Latino']","['3sG7WHWEWaSVehXJRj7t4n']",0.88,-3.18,0.05,0.91,108,221093
"0EXZlcuPcGODOFDNMXlUjw","Escalate (produced by EarthFireMusic)","['Sentence']","['1SzNej2DCmmqi6Z0wSKS5c']",0.96,-3.69,0.08,0.91,108,235800
"2AXg9xkuCbq4cTMAp6a48v","Ruthless City","['Morgan Geist']","['3rheA53cr3B53FI9xbn4x7']",0.58,-9.22,0.06,0.92,108,356387
"3jwDdCPV6xMAk0YtIt8Ok6","Reaching Out 2 U (Todos Bajo La Misma Luna)","['Ottmar Liebert', 'Ottmar Liebert + Luna Negra']","['1AhYnfs5mzb3ennyLFXlYD', '6lt6zm42eGWzljf80v152L']",0.44,-13.43,0.05,0.97,108,295867
"6i9lBjeMrbmyVpA5emjiof","Girl Named You W/ Jim Lauderdale","['Scythian']","['3vGPbjWONbj9blR6NqBAKv']",0.94,-6.18,0.05,0.95,108,226800
"28ThA47kGe9mheoyIpdXPy","Lowride","['Daniele Baldelli']","['3NZuWa2TqpeGPWGISzX8E7']",0.83,-9.08,0.06,0.94,108.01,225987
"6DxOmL8fUS765SmwzAmCjy","Toboggan","['Podington Bear']","['0PIK27djDltDKmwJAC7mKv']",0.38,-9.81,0.06,0.92,108.01,250120
"3T5uB0ZlUZdbseiMNoHWmD","Dale Palo","['PALO!']","['0ta7d4nqI6QnJLJHIHaHdk']",0.93,-2.73,0.08,0.96,108.01,296000
"4h97qIO4j2C9kO8EcQjdrH","Viva Discordia","['That Handsome Devil']","['3MIk8tAIzBQ5iZWmlVLCCT']",0.85,-4.98,0.06,0.92,108.01,253400
"4j1AkxLk86fsURl0d7ASkd","Honey Comb","['Ron Fattorusso']","['3Tl7ip7r0kKwXk4tPY6Ttv']",0.74,-6.42,0.08,0.92,108.01,301253
"1FlvoNB1fwQBq2fdOpjtI8","I Wish I Wanted You - Dj Ginger Snapp's Cosmicity Mashup","['Mark Nicholas']","['5VaCG0bNb7BAD1LSKp15nr']",0.73,-7.21,0.07,0.93,108.02,261747
"4oA19I8x2EdvlBXnt8aoxS","Limbo - Tai Jason Remix","['Mia.', 'Tai Jason']","['0ZSqrPwtvermKlwdjEAmjn', '0j9h6VLDKLl41G72PAoKR6']",0.6,-6.09,0.08,0.9,108.02,242643
"1xZvH5xcI8CzkmmyM5YdyY","Trippin' - Stripped","['Becoming Young']","['0xndnh5xDy0nc1h6jwyzyO']",0.53,-9.6,0.08,0.91,108.03,216451
"0tLgxjevyJxdUYxJQeznjy","I Wish","['Mark Nicholas']","['5VaCG0bNb7BAD1LSKp15nr']",0.77,-5.64,0.07,0.96,108.03,260867
"6nDIbqr4F22Hi2Gf8Le4Og","Brick House","['The Hit Crew']","['76PJKS3IQsf4sSayx2taE0']",0.69,-6.64,0.08,0.93,108.03,203386
"6xd0hQwN5FLklrBEOMnFFa","Dile","['Sandy Mc']","['59lghyykoStFwQMm1XLFp6']",0.97,-3.13,0.06,0.93,108.03,237000
"1k5kaMKKKw6i99jYQK6EcR","Life Of A Shortie (feat. Shyheim)","['Vicious', 'Shyheim']","['2N6miqLGY0TbLGcG42naDC', '0rqb5s3Cxj0lGr6jTrWc0P']",0.88,-7.03,0.06,0.93,108.04,236627
"2qgU4Yes7lc3qMix2EEqQC","Brick House","['The Hit Crew']","['76PJKS3IQsf4sSayx2taE0']",0.71,-6.34,0.07,0.93,108.04,204293
"0urB02lJkPv5F3cueNfXcY","Who Knows?","['Natasha Bedingfield']","['7o95ZoZt5ZYn31e9z1Hc0a']",0.59,-5.28,0.06,0.94,108.05,226413
"1eHku2tSPjtbIfO5ShFhrd","Chasing the bird","['John McNeil', 'Tom Harrell']","['3Suh6KZUGb2LxOA0MPynZN', '3YO63Be7QxrxqBQtgKc4Oc']",0.8,-7.77,0.06,0.92,108.05,361027
"40bEqqBWyylMVLCo3m8lI3","Echame las Cartas","['Naima']","['6uWNfMnOigCpUDfjR4VyO7']",0.74,-7.99,0.12,0.92,108.06,237200
"54X7EcZIYOezpSdRASR0dB","Groove Theory","['J. Garrett']","['22QTCr6X7y3nkLslDvzOwa']",0.48,-10.28,0.14,0.92,108.08,254453
"0id4prYPcy8PkGkbWy4bcP","El Negro Esta Cocinando","['Los Van Van']","['4B5PkQ1wMjo1siTN9yD9Ds']",0.96,-4.47,0.07,0.91,108.09,328253
"32X8Xm5zFBBjWAgqeggIYS","Melissa","['Banda Black Rio']","['47UDFBXxSM6d5zbKvflXhv']",0.61,-15.27,0.06,0.94,108.11,211013
"5hcrjFu4xMasLRzz4lWpCa","Control","['Jordan Miché']","['0Lm8ox1pJm6LU6Ss5OcE5J']",0.92,-4.79,0.19,0.9,108.11,222120
"4vsPOy6TokVDMvjR8VCCBq","The Imp's Limp","['Nicholas Williams']","['5EhwAsphmyCzzTyKExXF9y']",0.29,-11.77,0.05,0.92,108.11,257333
"2s4kwPlKfd8sAtZziw5DK8","SHA LA LA","['ALA.NI']","['3BCNtA8XR8vzu0uTMdMJrF']",0.59,-5.55,0.05,0.96,108.12,219116
"6iisl6uLpaVvpDKQXz05e5","Love Is All We Need","['Céline Dion']","['4S9EykWXhStSc15wEx8QFK']",0.81,-2.93,0.07,0.94,108.15,229133
"0kYQKKvxsJr7qcXttXz3TF","Talking To The Night (Swedish Remix)","['Brian Ice']","['3AxAJQnwdTN70vUPUAlDiB']",0.83,-7.14,0.05,0.96,108.16,415533
"6tNQbb4jRxhxJ4Hqd9kIqf","Old Time Wedding Reels 1 & 2 / Traditional Reel / Father FrancisCame Ron","['Athena Tergis & Laura Risk']","['46rWPBj3PAZpLgcS4dOBtw']",0.2,-16.99,0.06,0.93,108.16,263253
"7bYzrFyq9pfsEflOLCOnmX","Blast Your Ghetto - Live","['Äl Jawala']","['4bTTaQVaf03641We5lnIRI']",0.9,-7.48,0.05,0.92,108.2,251776
"4sZfMTaW79FrQp5YeSkiJY","Mai Gel","['Conexion Latina']","['3uvJXfd755MGFhq1ksZQ6I']",0.69,-10.77,0.12,0.95,108.27,374973
"6L0U2ZTDgLz1aFWgJkJVho","Compay Pongase Duro","['Tony Pabon y La Protesta']","['14RJfbJmP5HlxIdrpSUiyJ']",0.54,-9.89,0.05,0.96,108.27,206667
"5zy5GyMMR1ki2yJdQcA2zK","Bootylicious Vinyl","['zebrahead']","['6SiyKSeJo6gcsS2NvuAbsl']",0.9,-5.35,0.08,0.96,108.28,206360
"3XjVHasvmsRN00Po8KOERl","Recuerdo a Malanga","['Columbia de Puerto']","['5bui64mpSLQGpQPrEML0dj']",0.47,-17.51,0.11,0.94,108.3,243067
"5XvTACunuYvEuSgb5T6bzl","Le Pommeau","['Genticorum']","['6EVJGfLJPxXb12rSPSG9lX']",0.83,-4.99,0.05,0.96,108.31,257693
"5Lhygdzv1vxvCM4LPEDVG4","It Must Be You","['Scarlett, Washington & Whiteley']","['2vMaHE9755eKensRN3AjH4']",0.46,-11.74,0.06,0.96,108.31,219907
"5QgkYrNcvov4LGJee3XccG","Vax Attacks","['The Mike Vax Big Band', 'Alumni of the Stan Kenton Orchestra']","['1pzEIpJkh4fydjBnqoevzE', '1bQYh5MwzolZlbRxos3C8v']",0.73,-7.68,0.08,0.93,108.33,222400
"5YEW8kEznKUfTBMnVGfwpY","Cumbias","['Inca Son']","['6Go3AhoYGoHCIaGXNOqLLf']",0.8,-5.99,0.07,0.96,108.34,278200
"3w3rHbZFjB2jImPZ7AshYt","Betcha She Don't Love You - 12"" Version","['Evelyn ""Champagne"" King']","['4JCt4xrbbBB9blkKwNlcJ7']",0.38,-10.35,0.06,0.96,108.35,301200
"4Lc2xSBbxZPGOQeZ29p7E8","Taste","['Rick James']","['0FrpdcVlJQqibaz5HfBUrL']",0.42,-13.87,0.09,0.97,108.42,276640
"6SY2ktFnMxxM0BfXNVf9NS","El cogote","['Tomás Jensen', 'Les Faux-Monnayeurs']","['6589fvi46EUYl0jInr8haq', '70MsbhV2EeAIFFOvkoUKWE']",0.7,-8.44,0.08,0.95,108.42,229867
"1xTo5XPRQJhdZpbA9prw48","Here Comes the Hot Tamale Man","['The Fat Babies']","['284j5cWFQzVCfLtZHkl1Me']",0.43,-8.08,0.07,0.94,108.44,201467
"43GletzS8yubS1q6DekKhW","Vad Som Helst För Dej","['Lars Demian']","['2dWYRVh0hWt2mEBSSvZoyJ']",0.92,-5.72,0.06,0.92,108.44,232560
"5unD8LKMNhs2oU7QTOlzI6","Hey, Pancho! 3:31","['MOJO & The Bayou Gypsies']","['0dj1nuZv7x5kjy7YUJNTCV']",0.75,-5.58,0.12,0.92,108.45,211000
"1CnjCvKyBBk7LWJ5rF2AmE","Recuerdo a Malanga","['Columbia de Puerto']","['5bui64mpSLQGpQPrEML0dj']",0.46,-18.19,0.11,0.93,108.45,241533
"5etSybUw5PJfPDUjlYdkyA","Betcha She Don't Love You","['Evelyn ""Champagne"" King']","['4JCt4xrbbBB9blkKwNlcJ7']",0.34,-11.78,0.07,0.97,108.47,236827
"0ifwBD4mv3cVGohkNrMQ0z","Paddy on the Turnpike / Jackson’s","['Caitlin Finley']","['78dsWa5EEaAjeJ7KjavA7M']",0.36,-8.87,0.06,0.97,108.49,208119
"1PCIbDA9nwI34tjppDZbTo","I Don't Care If The Sun Don't Shine - Alternate Take","['Elvis Presley']","['43ZHCT0cAZBISjO8DG9PnE']",0.51,-12.55,0.18,0.91,108.5,210533
"3Jmc8fYHFMwpIiT7pg7ggt","White Heat","['Madonna']","['6tbjWDEIzxoDsBA1FuhfPW']",0.7,-15.28,0.06,0.9,108.52,281440
"4PSSJiBCKONvQvAzNTijvu","Getcho Soul Togtha (Part Two)","['Breakestra']","['0Jq39W2ruHAA8hGsheXIYG']",0.88,-4.74,0.08,0.93,108.52,254200
"3HOgUlwPDsh0kEFnbr5EL5","Dance with Me","['Peter Brown']","['2mDUt0bSAdmgG3WQMhLJz9']",0.42,-14.8,0.05,0.9,108.53,319227
"4JoBFH1jEpNJ0595DSAqsx","Ipe","['Beautiful Nubia and the Roots Renaissance Band']","['7iRnIcqTMBsy3Z733tzq73']",0.65,-7.91,0.24,0.9,108.58,276026
"7M9L9Wg6PYZLTSFeYA01Hi","El Chuchumbe","['El Son Del Pueblo']","['5V5hGKyqOCDJ8BywSApxk7']",0.52,-7.33,0.13,0.96,108.63,203720
"2wGswOVvtlaZHikIWt2FKb","El Chuchumbe","['Grupo Mono Blanco']","['7mLec6Qfgix9zhO7vQHDQP']",0.58,-13.64,0.07,0.94,108.63,260280
"2nCINJDtPwcIP0Pfsbhhhm","La Fama","['Silvestre Dangond', 'Juancho De La Espriella']","['3OcvS8PzSGYMBvLdzY6g3e', '2jyCUmtPh36YRwhuhxzUZ3']",0.82,-5.78,0.06,0.94,108.64,223467
"1uS7BOZSff9Ff4RzCF0TaQ","La Bamba","['Various Artists']","['0LyfQWJT6nXafLPZqxe9Of']",0.54,-10.54,0.07,0.97,108.66,230240
"3LxwPBBlZpe53wPrnO2HKX","Siseler","['Brian Keane', 'Omar Faruk Tekbilek']","['0YF3htY87UKOd5AOQwEuPh', '0PLhi5tAE8QcXnuEMui2Oe']",0.66,-14.82,0.06,0.9,108.66,232667
"3Lpzt83fy4a9BdkLXi4vKZ","Knowing","['OutKast']","['1G9G7WwrXka3Z1r7aIDjI7']",0.97,-1.2,0.17,0.92,108.72,211947
"3mPXzhHhObN9RZxfe9w6sS","The Pop","['Gary Davis']","['7fTCYVijsSRdYWPKyWRG5J']",0.84,-6.88,0.06,0.94,108.74,239067
"4KZHolx5D772l40oe15yB5","Sounds of Joy","['Beautiful Nubia and the Roots Renaissance Band']","['7iRnIcqTMBsy3Z733tzq73']",0.66,-7.44,0.1,0.96,108.76,322345
"6vLUSvWslK4Qtf1P6CqvOI","El Reto - Remasterizado","['Albita Rodríguez y Su Grupo']","['4idlAkDlJtHE4Yd1D4hLMx']",0.82,-5.73,0.07,0.94,108.77,216980
"64meO7onR4M3XVItCf4vFH","Black Jack Grove","['Brittany Haas']","['35HI5ILDlg2vduaII47ItP']",0.67,-9.07,0.05,0.96,108.77,271867
"5HfGh5klWSRTCtZvDNvwWs","Orange Express","['Miami Sound Machine']","['18xgcedCGxFbqLbIQn5R8F']",0.55,-14.5,0.07,0.96,108.78,224360
"6bucAv8tbfsuRpF6EilYMR","Take a Ride","['Lizard']","['52qfrTUkghrT1FkQ8phJd7']",0.71,-8.18,0.05,0.93,108.79,203547
