"id","name","artists","artist_ids","energy","loudness","speechiness","valence","tempo","duration_ms"
"6CZILNqhOaie4JBHChLqF4","Spirits In The Material World","['Big Chief Monk Boudreaux']","['6dEA9IhHWUof5HKLeYRGer']",0.53,-8.16,0.15,0.95,130.77,252401
"0CEumY9CYg3vd1iygbVMMt","Flor De Capomo","['Amparo Ochoa']","['0qk9IE3icvkYLRii8qAko8']",0.51,-11.62,0.09,0.98,130.8,232907
"2dviFy91cOVngci2s50fus","The Orphan","['5 Mile Chase']","['1VelMwGJjH3bFDVlVWoMHD']",0.49,-7.96,0.05,0.97,130.84,211787
"35xfZST4yneJ9h9sbRfYTl","Lord Gordon's/The Chicago Reel (Reels)","[""Martin O'Connor""]","['5JjHyS9mWjeAUuHv8xzglM']",0.33,-8.89,0.1,0.96,130.85,359960
"3MGXjnfcGksGRdUWmQv5Ak","The Salon Section","['Buscemi']","['7kgD97FmexIhZQETIJgGVn']",0.97,-8.65,0.05,0.93,130.86,283467
"19QS3vKqY8TQbZltPBM3ZG","Repeater","['Metamatics']","['0MWaIWO3tQOJccGmcL8TP8']",0.91,-11.91,0.08,0.95,130.86,487747
"05qfHkovzDACGimSO0eHpd","Ojitos Negros","['La Super Banda de Chilacachapa, Gro']","['35GQObtpaiadJsJDq4BhLf']",0.44,-9.54,0.05,0.92,130.86,203653
"1T7Fc93vzyTTVP4lKxzghh","Heaven and Hell (Ver 2)","['William Onyeabor']","['755pQSGUy6rtPrUCbnJTvi']",0.82,-5.53,0.13,0.97,130.86,234231
"75TfqkkqAz2SPeMnVVzjZ7","Diddy Doo Wop (I Hear The Voices)","['Daryl Hall & John Oates']","['77tT1kLj6mCWtFNqiOmP9H']",0.48,-12.09,0.06,0.93,130.87,227333
"0xagVyix2Fxe5nEDXJf81F","Tres Deseos (Three Wishes)","['ITA - CACHAO', 'Gloria Estefan']","['6aGJNJwZbaCFK0S3M8wAe2', '5IFCkqu9J6xdWeYMk5I889']",0.93,-5.97,0.05,0.97,130.88,212560
"5cqyDkuK6KoWkBznODhgrs","Cachamba","['Kinito Mendez']","['1dlQ9EIUyQvXZ3l05YMQdT']",0.76,-9.91,0.09,0.9,130.88,282633
"4U699CvaGpMTRYcBxhWS9F","Marguerita's Lament","['The Skatalites']","['4og9jrin5xH5JiFPbeGUPb']",0.67,-7.34,0.1,0.93,130.9,250520
"46kYgfooM659xoFa8ZdZes","Fisher's Hornpipe/Leather Britches/Bill Cheatham","['Jay Ungar And Molly Mason']","['6xaS1OdlT1J9Wax83irzsH']",0.55,-16.68,0.21,0.95,130.9,226627
"1Pimaqa1dvvoROX4eQTeGf","This Mess","['Random Recipe']","['15aJDRh0p0R52KxrDlwsw9']",0.69,-7.52,0.12,0.94,130.9,202160
"2KC9r3XMjT5gEZch4myZJL","Tres Deseos (Three Wishes)","['ITA - CACHAO', 'Gloria Estefan']","['6aGJNJwZbaCFK0S3M8wAe2', '5IFCkqu9J6xdWeYMk5I889']",0.9,-8.18,0.06,0.97,130.94,212373
"1kLQbDPajndN98AIP8U3ta","El Gallo (Merengue)","['Merengue Latin Band']","['6CfAyHRZimRXEFeC7Tcseo']",0.73,-4.42,0.06,0.96,130.95,240107
"4hxqQEXnvzKWVPdn1B7qVU","Will The Circle Be Unbroken","['Jimmy Martin']","['5Xwgp3LVYzHtRnio8TbzWz']",0.54,-8.99,0.23,0.92,130.95,213267
"6Qh5Mljkm0KbfUwItKJJ2o","Gitan de Paname (Nouvelle version)","['Balbino Medellin']","['3pcf75GkOI0lTOr9linvfi']",0.84,-4.97,0.14,0.93,130.96,231440
"2KVhGRL1ocu2gcskCZNFi4","Shake Body - French","['Skales', 'Numerica']","['1ixqGowpDM21RwyJmJ7hpv', '3yQk8Vudw669bt0GUy6qnv']",0.86,-4.42,0.14,0.96,130.96,208910
"0t0RwBvzaEIrHT3oBoZRGf","Someone New","['Darwin Deez']","['5ERkupmHea6uS0nwKr2zcz']",0.41,-11.5,0.08,0.96,130.96,210658
"6vAYPSHnifYfQec46fAl4R","Ibtn","[""Lil' Nando""]","['0uTgWkxTgPOjhQDHagTTyC']",0.64,-12.74,0.24,0.92,130.97,207507
"5MwJEGSWxqVoxuMegwTua7","Hi Bitches - Remix","['Plastic Little', 'Jon1000', 'Kurt Hunt', 'Pack Of Rats', 'Squid']","['7JYI6tJF8vndBSKnpdYi9v', '18whPDbw1kPvIhRYhLIvYj', '4RYrwqkogvM4udezzjyXzf', '7Bgk7lENbnSLomGbyamAvA', '56l5TSqk0d3D3JVIbBJJ9F']",0.84,-5.82,0.13,0.94,130.97,235053
"0AJnZ1Y0SNmrXqJ53iQngk","Undress You","['Avant Garde']","['3VmEvQQHdQ3YGPUSM8Q2f0']",0.93,-8,0.06,0.94,130.98,226507
"6T4RhqUCx0aKjNL6RJva6k","Gentleman - Radio Edit","['Lou Bega']","['46lnlnlU0dXTDpoAUmH6Qx']",0.9,-5.56,0.09,0.97,130.98,206893
"2205ALYhphcFNoJRHPdnie","Voices (Houzy Club Mix)","['Split Mirrors']","['4I4kReBUrIVyfBxqPXkmCi']",0.94,-6.34,0.06,0.96,130.98,305907
"0Y7iCgub0Fy0a6MMUa5Iki","Remember I Was Vapour - Steve Stoll Remix","['Gary Numan', 'Steve Stoll']","['5KQMtyPE8DCQNUzoNqlEsE', '65mrCbyZLMWWmVmTBke84y']",0.98,-13.42,0.05,0.94,130.99,366667
"2wRPSVAcluaRNZOJbrh416","Breathe","['Oriental Mirror']","['0fJKH8LacHSpGyer6tnn2X']",0.67,-12.24,0.05,0.91,130.99,287347
"6Q76g9XQclDZiBZyIwDLRz","No Soy Culpable","['Bachata Klan']","['0La4hDuMdyrf8R6qbh6bWB']",0.46,-5.38,0.11,0.97,131,288080
"4btYeVhPo0QIbUxySZGjba","Shake Body","['Skales']","['1ixqGowpDM21RwyJmJ7hpv']",0.87,-4.1,0.07,0.96,131.01,208933
"1Fg6trZ9F5CjuLs5BOV90l","Living on Video","['Blind Passenger', '80s Express', ""Adam's Sky"", 'Markus Adamsky']","['7flUSA4zO3iXmPatKRNI53', '1rjsPCL2qykqxejvZa8fT1', '2VzofLc5uQNZJgbZU6SY3M', '4GoEFmUGJSdfCaooDPZ0Rl']",0.91,-7.09,0.05,0.9,131.01,227176
"7lVIYUHgtwFXCsw1QFIfdG","Limewire","['Étienne de Crécy']","['78YRbJhMi5kXKruiQGCJo7']",0.85,-6.98,0.05,0.92,131.01,353827
"5JO0xHR8n5yiShvIcu0iZp","The Vision","['Cosmicity']","['5SHhwLU1p9w64fd1VAOWr4']",0.61,-10.72,0.06,0.94,131.02,218800
"1zNPjwYgG6y2uFSxOOnxrN","La Guanabana - En Vivo","['Óscar Chávez', 'Banda Princesa de Donashii', 'Mario Lopez', 'Gustavo López']","['4QHjJWgPhculd31AHEsjOb', '6rsqJpAIk1GDOX6HSrFCsG', '3EobALYuvghcSPdaDt2ezA', '4qh4nhoiQbrgDjg3T1oSg2']",0.34,-16.64,0.16,0.93,131.03,275240
"2JCc0tH0bSJZRjp2Ibn5Fk","Tri Tra Trullala (Herbergsvater)","['Wolkenfänger und Sternenreiter']","['0AAY7xSQIFLoKm6QxHuX7j']",0.48,-12.35,0.05,0.95,131.03,287917
"1vY3wHO0B0xkTUne1jTOWx","Fashion","['Wunmi']","['57clxs5AtOG8ig5Rz3d5X3']",0.89,-6.4,0.06,0.96,131.03,263131
"6aYRZMZYyu3qf6zlRPGGy6","Humours of Ennistymon/Seamus O'Shanahan's/Tonra's","['Sheila Falls']","['6yFxhGqGxmiUTGwY81ttZf']",0.51,-6.88,0.07,0.95,131.05,219853
"0SXDkLtGYdvIDNf6NXSShO","Les hommes zébrés","['Bob Bissonnette']","['69Lg4McXyOIjgODP8I3l10']",0.88,-6.31,0.05,0.97,131.05,201067
"1jZZQmkhuxKmQeEExKyxQN","Jerusalem","['Spliff']","['47U0ujLT2qD3wSOGl5WDth']",0.4,-15.37,0.07,0.97,131.06,254693
"0PzWRjMAHpU3zNkiah37LU","In Motion","['Brad Prevedoros']","['5NCxLKEL8wIVy61nbphWwC']",0.28,-18.29,0.09,0.96,131.09,272480
"0bmr1pGrGAwA1GY93PCIjD","Corrido de Joaquín Murrieta","['Lorenzo De Monteclaro']","['4YnO1u0lWE4lXZKy8wXjZX']",0.34,-10.3,0.08,0.97,131.12,201653
"5YVa3qyAtY8WfDE0Qh3YAV","Al Walad Da","['Ali Al-Abady', 'Otaak Band']","['6SODZgiLu4LDGocZ2alnyk', '2kkMhRBniB1mMoxku478mp']",0.41,-13.11,0.05,0.91,131.12,324638
"7ILOx1E5JdUXwJPHfXq0sm","Manana","['Barqueros']","['2FvytwEYZRxffVaLLVvj0i']",0.44,-17.04,0.05,0.96,131.13,228627
"1D3HPezAsBTSSCKmhhO1DX","Original Sin","['Blinding Lights']","['2HtZTcQT4lwG8AEZ3inymK']",0.41,-11.9,0.06,0.92,131.13,218000
"6SdUOYxCEPMfQr8OgkdwW4","Original Sin","['Blinding Lights']","['2HtZTcQT4lwG8AEZ3inymK']",0.41,-11.9,0.06,0.92,131.13,218000
"6bpSL7I6okhMx0JPRZGvWb","Sex In The 90's","['Gloria Estefan']","['5IFCkqu9J6xdWeYMk5I889']",0.65,-9.31,0.06,0.96,131.14,222800
"1zMI5lrBzSTjbmjUsx5rnQ","Corazon Herido","['Jorge Morel']","['3PCmED1ckvLHpYTJ8VuX7N']",0.37,-11.28,0.06,0.95,131.15,287733
"1WiuikoGy1EuUx5SfjSdVZ","You Made Me Love You","['The Jones Girls']","['7aHa6IZwZ13FoC5AXFkCSh']",0.72,-8.51,0.06,0.96,131.18,292613
"5QUC1Dy9BgRgesk2VDwstp","Big Neck Cut","['Lee ""Scratch"" Perry', 'The Upsetters']","['1TsG4AumsMt1Tcq2nHpov9', '12CNljuN6DW9e5x61FS03b']",0.64,-7.26,0.12,0.96,131.18,226133
"7ez39aJebUfZFPm76R6Te8","Robbers","['Koopsta Knicca']","['6cv6xlvIj86g1lUPFkIy2e']",0.7,-7.24,0.63,0.96,131.23,234173
"0UDHDwKrKbYBCM19IyfUQz","Living For The Weekend","['E.C. Scott']","['5yJOYR9BU0H9PtdiNjKZKU']",0.81,-6.33,0.07,0.93,131.24,206867
"5SUHfe812HBjZRplab7oCn","Madge Wildfire's Strathspey","['Scottish Pipe Band']","['1HVafUWvpFCOH7MTzPw4Xf']",0.36,-16.07,0.06,0.93,131.24,243240
"5M4NZIHba6lnZY5RiDQmWy","Corrido de Joaquín Murrieta","['Lorenzo De Monteclaro']","['4YnO1u0lWE4lXZKy8wXjZX']",0.32,-11.43,0.11,0.97,131.3,201640
"6w1hfdSMHcEminlm3p2pkV","Higher Ground","['Skandalous All-Stars']","['7x1DnxnsVy7b7cAtMsJ1vu']",0.71,-6.03,0.1,0.91,131.3,341627
"5zJSf4UPmfUWjz87KRLS5p","Pachanga En Sepia","['Pearly Queen']","['4B7Bax9dDOTKN3TpkoAlxJ']",0.67,-11.67,0.06,0.94,131.32,202333
"3qtG8i0naI76vHFB5GNc7p","Amorous Lady","['Flintlock']","['2Xd2FIEsuSTJMsDBomSWrE']",0.47,-13.36,0.06,0.95,131.38,211984
"1GNYPoLKZtCFYK7V3GyHal","Apa Lagi","['2D']","['786gSuvSzzb0badXmZ91Dj']",0.66,-5.8,0.08,0.96,131.39,240163
"6tsMq4Wd0QN6WVbVgkssiC","Samba","['Gaby Lita Bembo & Stukas', 'Orchestre Stukas du Zaïre']","['2H5SARWQUobpWPWrr4KQRK', '5IDx7w8ABzGpmfBivv5W1p']",0.78,-10.54,0.36,0.9,131.4,460733
"3r3RmgQCXnMrRbnW96jCAN","Iron Sharpon Iron","['Culture']","['4DbtUTi2WsBNdruAZL2pNz']",0.55,-11.2,0.13,0.96,131.42,226859
"6j9qDU8nILNUlmG4ue1516","Sonata No. 3 in C Major, BWV 1005: IV. Allegro assai","['Johann Sebastian Bach', 'Rachel Barton Pine']","['5aIqB5nVVvmFsvSdExz408', '4st8QHJeSvWO1D4OPUgFaf']",0.14,-20.11,0.06,0.97,131.42,298299
"2ndOYQDs3vi4AkO8LKgwyx","World's Coolest Rock Star","['MELTZER, POLLARD, SMEGMA']","['1O12ua5kzKFC5uaa7upuQY']",0.55,-7.16,0.14,0.96,131.43,222867
"0qwlYBNgvJZvXZYFmgTT9z","Swipesy","['Peter Ostroushko']","['7MJ22Y3ElvI7SHJZ8OGs8G']",0.35,-10.66,0.05,0.91,131.45,277523
"5MA7jaAdA1oZ2Jcrz5gqaJ","Let's Fall in Love","['William Onyeabor']","['755pQSGUy6rtPrUCbnJTvi']",0.96,-4.76,0.06,0.96,131.46,439280
"4aqpCEt7in7PZDknk21OjA","Ride On the Rhythm","['Project 314']","['6sl7qLQEyis65dnYzCfRBz']",0.91,-6.02,0.05,0.96,131.49,314720
"0ISEK7tKMqInprUd93vrCt","Que Seas Muy Feliz","['Junior & Jorge']","['08Y8lyLej3SbV3BUILPp2d']",0.43,-9.56,0.06,0.97,131.5,212400
"7KDlcl7EBmSg4clTm60vJA","Let's Fall in Love","['William Onyeabor']","['755pQSGUy6rtPrUCbnJTvi']",0.96,-4.77,0.06,0.96,131.5,439285
"571gtao5oOwvHKX13vJDQj","Son voile qui volait","['AndrÉ Lejeune']","['3iXFfc3HyfuXmLl2NPsgXI']",0.71,-6.09,0.05,0.93,131.51,228027
"3sbLWnY4ipNPBT8msO92PI","Count Your Blessings","['Nick Moss & The Flip Tops']","['41z6z2F1HddUUSPOtOhhuk']",0.9,-3.27,0.05,0.94,131.52,229733
"0Bk8OgwuQq5dlCRLCzNUzf","Trust In The Lord","['The Israelites']","['2xR1aGI7sSRg00FjcI7aKF']",0.72,-3.54,0.05,0.96,131.53,226467
"3I4Wxbg0Lpj0s7L4wqBhHK","El pajaro carpintero","['Arcadio Hidalgo Y Mono Blanco']","['0Syqkv5yKb8hCl2uGBOCtE']",0.35,-13.21,0.05,0.96,131.56,354000
"1F04uyNDNg5DxulBx9NWf0","Vienna Calling","['Falco']","['0hLd40hVpRDGENe4KGZLnW']",0.91,-3.95,0.1,0.94,131.59,248107
"0Eg4kgvyjeqmawWB0Tk4Gc","Avalon (Live)","['Gaucho']","['7sA2XBP1QTM2CYcAdURnTK']",0.38,-16.9,0.05,0.95,131.59,252917
"0NWWDumjD2TCrR6iV6ZFgR","Fuck the Pain Away","['Peaches']","['1gkSl4XpHIHI4I1WQbfXOE']",0.94,-2.63,0.14,0.93,131.6,250693
"4798gCUjaHffRvifb76xnt","Saute de Lapin/Rooster on a Rail Fence","['Sheesham and Lotus']","['50N2rZOtqAoHCwntXC00mF']",0.64,-10.91,0.06,0.95,131.61,209320
"3uTTzRoypuz6b8vcWbDeQq","On the Real Side","['Lonnie Liston Smith']","['2hdpXvaQJHBCZIVUd6cLvK']",0.91,-10.58,0.05,0.93,131.61,344800
"4PjQyY22csokZzrpNQxi65","Consejos de Padre","['Franklin Jose']","['4cUXh1ZEuutKwpcovo66Ni']",0.4,-8.75,0.05,0.96,131.61,289293
"2L1ojO8xkx5JBRIKGv7khC","Reggae Street","['Mighty Diamonds']","['2MvXKrHantfY5wyPiCOo2k']",0.31,-14.65,0.07,0.96,131.64,222000
"6p3rKQOrFaJpXfI2FfgVnP","President Lincoln's Hornpipe","['Jay Ungar And Molly Mason']","['6xaS1OdlT1J9Wax83irzsH']",0.4,-18.61,0.23,0.97,131.64,278507
"1jJD8fe9tckAcszoihnB42","Public Domain","['Gary P. Nunn']","['0E8Z0e9ZVDaVz6mnXH5UqL']",0.79,-12.16,0.1,0.92,131.65,280733
"2vbezm5vJAIqkbHLgiF6Sr","Regreso A Casa","['Any Puello']","['2U29Wo3uVE9gKvr8fg4gJU']",0.86,-3.54,0.05,0.96,131.68,207555
"4FcU9A48qTLyNakDFQieOP","Malaguena","['Pico']","['1t3kj3ztyDWtgOmZQsipr5']",0.8,-9.69,0.05,0.96,131.69,389594
"4AM9yXOfdcgnL6MAio7MOG","Kitty Come Down to Limerick / Gusty’s Frolics","['Will Woodson', 'Caitlin Finley', 'Chris Stevens']","['2RL0njLwViuX5tuIVcrs7Y', '78dsWa5EEaAjeJ7KjavA7M', '2TBi477i3lMPxeHMX7H0cU']",0.5,-7.19,0.07,0.96,131.74,235651
"4DZVMLr6ob6spyJSPOAWVR","Azad Azad","['Red Baraat']","['5MMJUQvUcssZPb0noi7ldR']",0.93,-3.63,0.06,0.96,131.75,274987
"61asjFhUDtFwVjgq9LyEp5","Black Liberation Time","['Dennis Brown']","['0UmBaQJflaHddKtf1lrA6F']",0.54,-7.69,0.05,0.94,131.75,291267
"2vloGZOASh0PPNOGrFNMAO","I Only Want to Be with You","['Bay City Rollers']","['3r9TXuXfOUxXjgYgAR0fP8']",0.92,-8.79,0.06,0.9,131.77,215067
"7qT6KSssMqOLzzoa2Jl6zP","Separate Ways","['Jenni']","['5YXuJZG9gB71hdt7pInvcH']",0.76,-8.5,0.06,0.91,131.79,358267
"3XY0oIVf2roUFIwkzjBgwt","I Only Wanna Be with You","['Bay City Rollers']","['3r9TXuXfOUxXjgYgAR0fP8']",0.91,-9.87,0.05,0.95,131.83,216642
"6AANFsgQiwB24j4ql3j1hd","El Hoyo Al Revez","['Kinito Mendez']","['1dlQ9EIUyQvXZ3l05YMQdT']",0.89,-2.81,0.06,0.95,131.85,279173
"6NyKNG6iLI1XAl9zTEcfTP","Umbilical","['The Radiators']","['6cUVJoqlGm3gwdCiIeFwcq']",0.55,-8.22,0.05,0.93,131.85,297800
"5mbXK7wuy5MXvB7WyepMp0","Flowers (Sunship Edit)","['Sweet Female Attitude']","['1054JdBVMCPm9VpvkUcOYX']",0.96,-5.45,0.12,0.92,131.86,229867
"4non6hTRwqc7tomTHl8Sb8","Paz En La Cama","['El Gringo De La Bachata']","['6ByP3EiKbSlgvP0tIIXBkH']",0.56,-5.36,0.06,0.91,131.86,256200
"1d7Y2isBtFHGUfGon9KjP9","There You Go - Sovereign Remix","['P!nk']","['1KCSPY1glIKqW2TotWuXOR']",0.83,-8.27,0.07,0.96,131.86,379667
"15Plu0yVOJ7M1NpC1cpNj9","Basswerk","['Bass Cube']","['5oFKPoNOTf3S88SLkjANmI']",0.67,-13.63,0.1,0.91,131.87,311293
"3oNL5tiUMjro5oc4DYWry6","Spinning The Dog","['Balafon Marimba Ensemble']","['3zbcmRNf4LITBqbz2tzY5C']",0.66,-11.12,0.05,0.97,131.87,311798
"6OZhm72czq7mb8Zv4vqhJR","Basswerk","['Bass Cube']","['5oFKPoNOTf3S88SLkjANmI']",0.66,-13.67,0.09,0.91,131.87,313693
"5UXUtmHLB9HqGAO6V2tLQF","Baila","['Ilegales']","['1hMa6SwU2t8eUEETAAbk9z']",0.94,-4.6,0.07,0.91,131.88,232400
"19nXAFLkrlr8LFU8Wsi44E","Lion of Judah","['Ben Priest']","['3eepBVXd0T35yU2ae6h0XZ']",0.57,-12.65,0.05,0.96,131.88,358480
"389bu4cVwdnyVN2tDL2tko","El Festin De Santiago","['PALO!']","['0ta7d4nqI6QnJLJHIHaHdk']",0.87,-3.58,0.12,0.91,131.9,342000
"76vn9jyujOcTej1eiOKxp9","Inspiration","['Cosmicity']","['5SHhwLU1p9w64fd1VAOWr4']",0.97,-7.41,0.06,0.96,131.9,270360
"1kDGmMp9QTWIVUB33kVMdW","Melting Pot","['King Chango']","['5nZlhgO7iNedGlO0gKu9us']",0.93,-6.12,0.06,0.96,131.9,222320
"0H5qE9iV8NyVFXIaloHMAo","Sultan Of Scandal","['Ruskabank']","['2OaMKGZNCae3tEhUThHW5I']",0.58,-5.79,0.06,0.98,131.9,228467
"5Wv7fZ7N0QmpGbsjXVxWrP","1,2,3,4,5,6 Bass","['Beat Dominator']","['6waoL4vUG9aT5NTWlhF68u']",0.74,-13.27,0.06,0.92,131.91,220200
"4RE1tqKjXwV1VVAgB1zZqg","Amores Extraños","['Junior & Jorge']","['08Y8lyLej3SbV3BUILPp2d']",0.47,-11.14,0.06,0.97,131.91,304267
"6vrG91b6b62oAxj9kaZYG8","The Worst Summer Ever","['Lord Felix']","['7E9L8aQjGYTRCDWtX8xOTy']",0.73,-6.58,0.14,0.9,131.92,208000
"4eJTlaq0bHlPnuEkNKeiqg","National","['Nite Club']","['06tijZ7CkkoUVuBh1t5mEo']",0.83,-7.59,0.1,0.96,131.93,227147
"6E4EO29K4yjIFaPHyCIn2N","Day Without End","['Anthony Red Jackson']","['0VFiQxNSFSA2XABEvGgxjN']",0.92,-7.56,0.05,0.96,131.93,280867
"3oVtN2fa3hf60o3zivKVJT","West Indian Revelation","['Taj Mahal']","['1aTDTChWWyiJH3SEnYrdVp']",0.64,-9.7,0.06,0.93,131.93,365333
"5sPTaIE5RP3VD8cylL2QjU","Like the Weather - Live Unplugged","['10,000 Maniacs']","['0MBIKH9DjtBkv8O3nS6szj']",0.9,-7.84,0.07,0.97,131.93,254933
"7jGbY4iPoYyzYhRaWVUtz2","Te Quiero Igual Que Ayer","['Monchy & Alexandra']","['3rs3EOlJ8jyPpdGiQ9Mhub']",0.71,-4.52,0.05,0.96,131.93,259613
"5ZmdULsGo1ME4QyRWt074N","Lovers Delight - Bonus Track","['Earl Sixteen']","['73TNAImtt021hntBpAxB4W']",0.58,-6.8,0.05,0.96,131.93,280093
"5ARH5waSfWZpI1FcejCF5n","Swampthang","['Armand Van Helden']","['3cQA9WH8liZfeja1DxcDYE']",0.84,-10.14,0.08,0.9,131.94,349042
"1yEgjk2fTXaUKYcz2CRsX3","Lies - Remix","['Thompson Twins']","['5jVeqi3PNaTOajfvBa4uFn']",0.78,-11.09,0.06,0.95,131.94,323667
"0VcIRIuS6mLzg6wrHisSn4","777 Club","['69 Boyz']","['7qeBsFLeNEuzrDhDMbnDwF']",0.71,-9.13,0.07,0.91,131.94,373533
"5rK3WzVVx7AlhmeKlO4sPE","Buile Mo ChroÃ­","['Karan Casey']","['204RAaZLKLwAMTGWEEVW44']",0.26,-15.66,0.06,0.93,131.94,264133
"1YrZktczkzn59XaWXMCYY2","Te Quiero Igual Que Ayer","['Monchy & Alexandra']","['3rs3EOlJ8jyPpdGiQ9Mhub']",0.66,-6.31,0.06,0.96,131.94,259960
"3wms72Uwbi40KXE3moX3cf","La Mosca Cojonera","['Ska-P']","['2fiiGUBgPsIKDCE0bTthnl']",0.84,-5.18,0.07,0.91,131.94,236973
"30JLXdoFez90N1RcOW6Tc3","Pataasan ng Weewee","['The Itchyworms']","['5cYJYBMg1n71v7cvthr1SO']",0.76,-6.65,0.07,0.9,131.95,214507
"08UGHSdpkYp1nAxgmS232R","Hiphopapotamus","['Ruditoonz']","['4KaXgxBbFXIg8DZpFTaQOM']",0.2,-16.13,0.1,0.93,131.95,222773
"31uHM1rZBMyVz7cPvsuHSz","Play Skillfully","['Culture']","['4DbtUTi2WsBNdruAZL2pNz']",0.57,-12.13,0.08,0.96,131.96,247293
"1AukCFrynmmaM5AcgjjrNf","Luv me some CHRIST","['Wretch']","['3Se44pcEXujP1QIuQ3QQAc']",0.91,-6.98,0.17,0.9,131.96,247787
"6OPBz8sTldMTtnuEWRQcYp","Dame De Eso - Remix","['Ilegales']","['1hMa6SwU2t8eUEETAAbk9z']",0.98,-5.72,0.07,0.96,131.96,216400
"1b8W9bHsHpZGp2dzDVkJgF","Superman","['Alla Pugacheva']","['7lyhSLlB5fWJmU5eB6k84L']",0.7,-10.05,0.05,0.92,131.96,257840
"7nk2biZy5TRyPrDBz8BOdD","Only One Truth","['Gaye Adegbalola & the Wild Rutz']","['46UCrVgHoNjHVw3m1VswQB']",0.46,-6.62,0.07,0.95,131.97,211360
"61LjIhfoXS47xnXozmHptL","7 Wonders","['Sergey Lazarev']","['69GGH3fqk8waBkpDJ5C2mK']",0.84,-3.92,0.06,0.9,131.97,206769
"6QhCLkg0GKcIj8OWVlfNhA","7 Wonders","['Sergey Lazarev']","['69GGH3fqk8waBkpDJ5C2mK']",0.84,-3.83,0.06,0.91,131.98,207520
"1mj4tzJuQepLtXqUJm0FrH","7 Wonders","['Sergey Lazarev']","['69GGH3fqk8waBkpDJ5C2mK']",0.84,-3.83,0.06,0.91,131.98,207520
"7Jfs0D4f3ghX0UcTJxoAwB","Monkey Dance","['Sing n Play']","['3at1vTRcH8tM7ZmnGXyiZs']",0.9,-5.57,0.06,0.97,131.98,204160
"72OxyG9p9Yyd4jWFBWV9FX","Sin Ganas De Cenar (Banda)","['Larry Hernández']","['6djNDzSg08mnh2Ayoh6Ovn']",0.36,-6.88,0.12,0.91,131.98,221453
"2bq6lTZcVtQ6m8bpaVCwA9","The Truth About Love","['P!nk']","['1KCSPY1glIKqW2TotWuXOR']",0.79,-4.48,0.08,0.9,131.98,228467
"1i7K33vZKWk4bZTOvYfswv","Echate Pa' Cá","['Ilegales']","['1hMa6SwU2t8eUEETAAbk9z']",0.98,-4.44,0.07,0.92,131.98,257067
"6pDcd7gS6fYWeGPRnq7Gcq","Hello","['Ty Dolla $ign']","['7c0XG5cIJTrrAgEC3ULPiq']",0.41,-8.96,0.08,0.92,131.98,222594
"0rrespgTrNIopjH758IfJF","Hello","['Ty Dolla $ign']","['7c0XG5cIJTrrAgEC3ULPiq']",0.42,-9.38,0.08,0.9,131.98,222594
"27tP8vBSWiQtXK1DxLpBOi","Bodywork","['MSTRKRFT']","['2squZ8HjM4AzR0j6jsPn4a']",0.78,-4.1,0.08,0.91,131.98,352320
"7nLBStulaFhaNNiVmj0AQK","Seriously (Debbie Gibson's In My House mix)","['Cosmicity']","['5SHhwLU1p9w64fd1VAOWr4']",0.9,-7.12,0.06,0.97,131.99,353600
"26TdUKgHbBY9OY5fC1TVfD","Oh No","['Joseph Coleman']","['5zP647aaa9xcJ3qzhvb2bo']",0.95,-3.62,0.09,0.94,131.99,386750
"5ckoAIHZwZxolu6S1EY0oY","Sixth Sense of Humor","['Cosmicity']","['5SHhwLU1p9w64fd1VAOWr4']",0.96,-6.46,0.06,0.96,131.99,220000
"2WJY9LuSpbnZmRa6uaUfvw","Я не для тебя","['Gosti iz Budushchego']","['64z2zAx3ll1sxdGwktocq8']",0.83,-6.98,0.1,0.92,131.99,335160
"4VFu9nF9WA2bEHewtX8Z0s","Ven, Dime Como Hago","['Monchy & Alexandra']","['3rs3EOlJ8jyPpdGiQ9Mhub']",0.66,-4.97,0.06,0.96,131.99,239000
"5qI5IoI8xTgkOH3fTyo0hg","Let It Whip (Re-Recorded / Remastered)","['Dazz Band']","['4n7L1vYXp4Dt0HfxaLBj9l']",0.82,-6.95,0.06,0.96,131.99,282647
"2P5ochIV77apS3T0nzNtnl","DJ Play It","['Sweet Female Attitude']","['1054JdBVMCPm9VpvkUcOYX']",0.69,-3.21,0.1,0.94,131.99,310307
"5B4gwPYNpjYsi7d1h2bi1E","Let Go (You're Beautiful)","['Lightyear']","['15kw2zbCHyp8ZtoS5l91Z2']",0.98,-5.96,0.05,0.95,131.99,291056
"4fdFWrlvkqWcLfolRnhPYS","Best Friend","['Sweet Female Attitude']","['1054JdBVMCPm9VpvkUcOYX']",0.89,-3.76,0.07,0.93,131.99,373000
"6sDy4xMgaZXKORiZHLtWrH","Chasidishe Freilach","['Elaine Hoffman Watts and Susan Watts']","['08tv5O9p3Xg70wCClf3AnC']",0.74,-6.98,0.18,0.96,131.99,207787
"5ZYldViMe3hEQaCCdDVAoQ","More Luv","['Rocker-T']","['1jwCb8oTQ0DKA5fqwEbs6w']",0.5,-8.12,0.15,0.96,131.99,378373
"6cykHIadFBPC9njGjGjJw0","Ven Dime Como Ago","['Monchy & Alexandra']","['3rs3EOlJ8jyPpdGiQ9Mhub']",0.59,-6.76,0.06,0.96,132,240400
